,日期,天气状况,气温,风力风向
1061,2013年11月27日,晴/晴,0℃/-5℃,北风5-6级/北风4-5级
1062,2013年11月28日,晴/晴,6℃/-4℃,北风3-4级/无持续风向≤3级
1063,2013年11月29日,晴/晴,11℃/0℃,无持续风向≤3级/北风3-4级
1064,2013年11月30日,晴/晴,10℃/-3℃,北风3-4级/无持续风向≤3级
1065,2013年12月01日,晴/晴,11℃/-3℃,无持续风向≤3级/无持续风向≤3级
1066,2013年12月02日,多云/多云,11℃/-1℃,无持续风向≤3级/无持续风向≤3级
1067,2013年12月03日,晴/晴,14℃/-1℃,无持续风向≤3级/无持续风向≤3级
1068,2013年12月04日,多云/多云,12℃/0℃,无持续风向≤3级/无持续风向≤3级
1069,2013年12月05日,晴/晴,12℃/-3℃,无持续风向≤3级/无持续风向≤3级
1070,2013年12月06日,晴/霾,11℃/-2℃,无持续风向≤3级/无持续风向≤3级
1071,2013年12月07日,霾/霾,9℃/-1℃,无持续风向≤3级/无持续风向≤3级
1072,2013年12月08日,霾/晴,10℃/-1℃,北风4-5级/北风4-5级
1073,2013年12月09日,晴/晴,7℃/-5℃,北风3-4级/无持续风向≤3级
1074,2013年12月10日,多云/晴,7℃/-4℃,北风4-5级/北风4-5级
1075,2013年12月11日,晴/晴,6℃/-3℃,无持续风向≤3级/北风3-4级
1076,2013年12月12日,晴/晴,3℃/-6℃,北风4-5级/无持续风向≤3级
1077,2013年12月13日,晴/晴,5℃/-5℃,无持续风向≤3级/无持续风向≤3级
1078,2013年12月14日,晴/晴,5℃/-6℃,无持续风向≤3级/无持续风向≤3级
1079,2013年12月15日,晴/晴,5℃/-5℃,无持续风向≤3级/无持续风向≤3级
1080,2013年12月16日,多云/小雪,2℃/-4℃,无持续风向≤3级/无持续风向≤3级
1081,2013年12月17日,多云/晴,2℃/-7℃,无持续风向≤3级/无持续风向≤3级
1082,2013年12月18日,晴/晴,3℃/-8℃,无持续风向≤3级/无持续风向≤3级
1083,2013年12月19日,晴/晴,1℃/-7℃,无持续风向≤3级/无持续风向≤3级
1084,2013年12月20日,晴/晴,3℃/-8℃,无持续风向≤3级/无持续风向≤3级
1085,2013年12月21日,晴/多云,2℃/-6℃,无持续风向≤3级/无持续风向≤3级
1086,2013年12月22日,晴/晴,3℃/-6℃,无持续风向≤3级/无持续风向≤3级
1087,2013年12月23日,晴/晴,4℃/-6℃,无持续风向≤3级/无持续风向≤3级
1088,2013年12月24日,霾/霾,4℃/-6℃,无持续风向≤3级/无持续风向≤3级
1089,2013年12月25日,霾/晴,6℃/-5℃,北风4-5级/北风4-5级
1090,2013年12月26日,晴/晴,2℃/-9℃,北风3-4级/无持续风向≤3级
1091,2013年12月27日,多云/多云,1℃/-6℃,无持续风向≤3级/无持续风向≤3级
1092,2013年12月28日,晴/晴,3℃/-7℃,无持续风向≤3级/无持续风向≤3级
1093,2013年12月29日,晴/晴,6℃/-6℃,无持续风向≤3级/无持续风向≤3级
1094,2013年12月30日,晴/晴,8℃/-5℃,无持续风向≤3级/无持续风向≤3级
1095,2013年12月31日,晴/晴,8℃/-3℃,北风3-4级/无持续风向≤3级
1096,2014年01月01日,晴/晴,10℃/-4℃,无持续风向≤3级/无持续风向≤3级
1097,2014年01月02日,晴/晴,8℃/-2℃,无持续风向≤3级/无持续风向≤3级
1098,2014年01月03日,晴/晴,9℃/-5℃,北风3-4级/无持续风向≤3级
1099,2014年01月04日,多云/多云,3℃/-3℃,无持续风向≤3级/无持续风向≤3级
1100,2014年01月05日,晴/阴,6℃/-4℃,无持续风向≤3级/无持续风向≤3级
1101,2014年01月06日,阴/阴,2℃/-3℃,无持续风向≤3级/无持续风向≤3级
1102,2014年01月07日,多云/多云,6℃/-5℃,北风3-4级/北风3-4级
1103,2014年01月08日,晴/晴,0℃/-9℃,北风3-4级/无持续风向≤3级
1104,2014年01月09日,晴/晴,1℃/-9℃,无持续风向≤3级/无持续风向≤3级
1105,2014年01月10日,晴/晴,4℃/-8℃,无持续风向≤3级/无持续风向≤3级
1106,2014年01月11日,晴/晴,4℃/-5℃,无持续风向≤3级/北风3-4级
1107,2014年01月12日,晴/晴,2℃/-9℃,无持续风向≤3级/无持续风向≤3级
1108,2014年01月13日,晴/晴,2℃/-7℃,无持续风向≤3级/无持续风向≤3级
1109,2014年01月14日,晴/晴,4℃/-7℃,无持续风向≤3级/无持续风向≤3级
1110,2014年01月15日,晴/阴,3℃/-4℃,无持续风向≤3级/无持续风向≤3级
1111,2014年01月16日,霾/小雪,5℃/-4℃,无持续风向≤3级/无持续风向≤3级
1112,2014年01月17日,多云/晴,4℃/-6℃,北风3-4级/无持续风向≤3级
1113,2014年01月18日,晴/多云,6℃/-4℃,无持续风向≤3级/无持续风向≤3级
1114,2014年01月19日,阴/晴,6℃/-4℃,北风4-5级/北风4-5级
1115,2014年01月20日,晴/晴,3℃/-5℃,北风4-5级/北风3-4级
1116,2014年01月21日,晴/晴,5℃/-6℃,无持续风向≤3级/无持续风向≤3级
1117,2014年01月22日,晴/多云,5℃/-4℃,无持续风向≤3级/无持续风向≤3级
1118,2014年01月23日,多云/多云,4℃/-3℃,无持续风向≤3级/无持续风向≤3级
1119,2014年01月24日,多云/多云,8℃/-3℃,无持续风向≤3级/无持续风向≤3级
1120,2014年01月25日,晴/多云,8℃/-5℃,无持续风向≤3级/无持续风向≤3级
1121,2014年01月26日,晴/多云,4℃/-5℃,无持续风向≤3级/无持续风向≤3级
1122,2014年01月27日,晴/晴,10℃/-5℃,北风3-4级/无持续风向≤3级
1123,2014年01月28日,晴/晴,6℃/-5℃,南风3-4级/无持续风向≤3级
1124,2014年01月29日,多云/多云,5℃/-2℃,无持续风向≤3级/无持续风向≤3级
1125,2014年01月30日,晴/晴,7℃/-4℃,无持续风向≤3级/无持续风向≤3级
1126,2014年01月31日,多云/雾,4℃/-2℃,无持续风向≤3级/无持续风向≤3级
1127,2014年02月01日,阴/雾,6℃/-1℃,无持续风向≤3级/无持续风向≤3级
1128,2014年02月02日,晴/多云,9℃/-4℃,北风4-5级/北风4-5级
1129,2014年02月03日,晴/晴,1℃/-7℃,北风4-5级/北风3-4级
1130,2014年02月04日,晴/多云,1℃/-7℃,无持续风向≤3级/无持续风向≤3级
1131,2014年02月05日,晴/阴,1℃/-5℃,无持续风向≤3级/无持续风向≤3级
1132,2014年02月06日,阴/小到中雪,0℃/-4℃,无持续风向≤3级/无持续风向≤3级
1133,2014年02月07日,小雪/小雪,-2℃/-5℃,无持续风向≤3级/无持续风向≤3级
1134,2014年02月08日,晴/晴,0℃/-9℃,北风3-4级/北风3-4级
1135,2014年02月09日,晴/晴,-2℃/-11℃,无持续风向≤3级/无持续风向≤3级
1136,2014年02月10日,晴/晴,0℃/-10℃,无持续风向≤3级/无持续风向≤3级
1137,2014年02月11日,晴/晴,0℃/-9℃,无持续风向≤3级/无持续风向≤3级
1138,2014年02月12日,晴/多云,2℃/-7℃,无持续风向≤3级/无持续风向≤3级
1139,2014年02月13日,小雪/阴,0℃/-6℃,无持续风向≤3级/无持续风向≤3级
1140,2014年02月14日,霾/多云,2℃/-5℃,无持续风向≤3级/无持续风向≤3级
1141,2014年02月15日,霾/多云,3℃/-4℃,无持续风向≤3级/无持续风向≤3级
1142,2014年02月16日,霾/多云,5℃/-4℃,无持续风向≤3级/无持续风向≤3级
1143,2014年02月17日,多云/多云,4℃/-4℃,无持续风向≤3级/无持续风向≤3级
1144,2014年02月18日,阴/小雪,2℃/-4℃,无持续风向≤3级/无持续风向≤3级
1145,2014年02月19日,晴/晴,5℃/-5℃,无持续风向≤3级/无持续风向≤3级
1146,2014年02月20日,霾/雾,4℃/-4℃,无持续风向≤3级/无持续风向≤3级
1147,2014年02月21日,霾/雾,3℃/-2℃,无持续风向≤3级/无持续风向≤3级
1148,2014年02月22日,霾/雾,4℃/0℃,无持续风向≤3级/无持续风向≤3级
1149,2014年02月23日,霾/雾,4℃/-1℃,无持续风向≤3级/无持续风向≤3级
1150,2014年02月24日,霾/雾,7℃/1℃,无持续风向≤3级/无持续风向≤3级
1151,2014年02月25日,霾/雾,9℃/2℃,无持续风向≤3级/无持续风向≤3级
1152,2014年02月26日,小雨/阴,9℃/2℃,无持续风向≤3级/北风3-4级
1153,2014年02月27日,晴/晴,9℃/-3℃,北风3-4级/无持续风向≤3级
1154,2014年02月28日,阴/多云,5℃/-2℃,无持续风向≤3级/无持续风向≤3级
1155,2014年03月01日,晴/晴,10℃/-2℃,无持续风向≤3级/无持续风向≤3级
1156,2014年03月02日,晴/晴,10℃/-2℃,无持续风向≤3级/无持续风向≤3级
1157,2014年03月03日,霾/阴,6℃/1℃,无持续风向≤3级/北风3-4级
1158,2014年03月04日,晴/晴,8℃/-3℃,北风4-5级/北风3-4级
1159,2014年03月05日,晴/晴,9℃/-3℃,无持续风向≤3级/无持续风向≤3级
1160,2014年03月06日,晴/晴,7℃/-3℃,无持续风向≤3级/无持续风向≤3级
1161,2014年03月07日,多云/阴,8℃/-1℃,无持续风向≤3级/无持续风向≤3级
1162,2014年03月08日,晴/晴,8℃/-2℃,无持续风向≤3级/无持续风向≤3级
1163,2014年03月09日,晴/霾,10℃/-2℃,无持续风向≤3级/无持续风向≤3级
1164,2014年03月10日,晴/霾,11℃/2℃,无持续风向≤3级/无持续风向≤3级
1165,2014年03月11日,霾/小雨,12℃/3℃,无持续风向≤3级/北风4-5级
1166,2014年03月12日,晴/晴,10℃/-2℃,北风3-4级/无持续风向≤3级
1167,2014年03月13日,多云/多云,13℃/3℃,无持续风向≤3级/无持续风向≤3级
1168,2014年03月14日,晴/晴,16℃/2℃,无持续风向≤3级/无持续风向≤3级
1169,2014年03月15日,晴/晴,19℃/5℃,无持续风向≤3级/无持续风向≤3级
1170,2014年03月16日,晴/多云,17℃/5℃,无持续风向≤3级/北风3-4级
1171,2014年03月17日,浮尘/晴,19℃/5℃,北风4-5级/北风4-5级
1172,2014年03月18日,多云/阴,16℃/6℃,无持续风向≤3级/无持续风向≤3级
1173,2014年03月19日,阴/晴,12℃/5℃,北风3-4级/北风4-5级
1174,2014年03月20日,晴/晴,17℃/4℃,北风3-4级/无持续风向≤3级
1175,2014年03月21日,晴/晴,20℃/5℃,无持续风向≤3级/无持续风向≤3级
1176,2014年03月22日,晴/晴,23℃/6℃,北风3-4级/无持续风向≤3级
1177,2014年03月23日,晴/多云,20℃/6℃,无持续风向≤3级/无持续风向≤3级
1178,2014年03月24日,霾/霾,22℃/8℃,无持续风向≤3级/无持续风向≤3级
1179,2014年03月25日,霾/霾,23℃/9℃,无持续风向≤3级/无持续风向≤3级
1180,2014年03月26日,霾/霾,22℃/10℃,无持续风向≤3级/无持续风向≤3级
1181,2014年03月27日,霾/阵雨,21℃/13℃,无持续风向≤3级/无持续风向≤3级
1182,2014年03月28日,霾/多云,21℃/11℃,无持续风向≤3级/无持续风向≤3级
1183,2014年03月29日,晴/晴,22℃/8℃,无持续风向≤3级/无持续风向≤3级
1184,2014年03月30日,晴/阴,24℃/10℃,无持续风向≤3级/无持续风向≤3级
1185,2014年03月31日,小雨/多云,20℃/9℃,无持续风向≤3级/无持续风向≤3级
1186,2014年04月01日,霾/多云,23℃/11℃,无持续风向≤3级/无持续风向≤3级
1187,2014年04月02日,阴/阴,22℃/10℃,无持续风向≤3级/北风3-4级
1188,2014年04月03日,晴/晴,20℃/7℃,北风4-5级/无持续风向≤3级
1189,2014年04月04日,晴/晴,24℃/8℃,北风4-5级/北风3-4级
1190,2014年04月05日,晴/晴,21℃/6℃,无持续风向≤3级/无持续风向≤3级
1191,2014年04月06日,晴/晴,26℃/9℃,南风3-4级/无持续风向≤3级
1192,2014年04月07日,晴/晴,27℃/10℃,无持续风向≤3级/无持续风向≤3级
1193,2014年04月08日,霾/霾,25℃/12℃,无持续风向≤3级/南风3-4级
1194,2014年04月09日,晴/晴,28℃/11℃,北风4-5级/东北风3-4级
1195,2014年04月10日,多云/阴,18℃/11℃,无持续风向≤3级/无持续风向≤3级
1196,2014年04月11日,阴/多云,18℃/11℃,无持续风向≤3级/无持续风向≤3级
1197,2014年04月12日,多云/多云,22℃/9℃,无持续风向≤3级/无持续风向≤3级
1198,2014年04月13日,晴/霾,23℃/12℃,无持续风向≤3级/无持续风向≤3级
1199,2014年04月14日,霾/多云,24℃/15℃,南风3-4级/无持续风向≤3级
1200,2014年04月15日,多云/阴,24℃/12℃,南风3-4级/无持续风向≤3级
1201,2014年04月16日,多云/小雨,21℃/12℃,无持续风向≤3级/无持续风向≤3级
1202,2014年04月17日,阴/多云,17℃/11℃,无持续风向≤3级/无持续风向≤3级
1203,2014年04月18日,多云/阴,20℃/12℃,无持续风向≤3级/无持续风向≤3级
1204,2014年04月19日,小雨/晴,16℃/8℃,无持续风向≤3级/无持续风向≤3级
1205,2014年04月20日,多云/多云,22℃/10℃,无持续风向≤3级/无持续风向≤3级
1206,2014年04月21日,晴/晴,25℃/10℃,无持续风向≤3级/无持续风向≤3级
1207,2014年04月22日,晴/多云,27℃/13℃,无持续风向≤3级/无持续风向≤3级
1208,2014年04月23日,多云/多云,27℃/16℃,南风3-4级/无持续风向≤3级
1209,2014年04月24日,多云/多云,23℃/16℃,无持续风向≤3级/无持续风向≤3级
1210,2014年04月25日,雷阵雨/阵雨,25℃/12℃,无持续风向≤3级/无持续风向≤3级
1211,2014年04月26日,晴/晴,23℃/9℃,无持续风向≤3级/无持续风向≤3级
1212,2014年04月27日,晴/多云,26℃/11℃,无持续风向≤3级/无持续风向≤3级
1213,2014年04月28日,晴/晴,25℃/11℃,无持续风向≤3级/无持续风向≤3级
1214,2014年04月29日,晴/晴,28℃/13℃,无持续风向≤3级/无持续风向≤3级
1215,2014年04月30日,晴/晴,29℃/16℃,无持续风向≤3级/无持续风向≤3级
1216,2014年05月01日,雷阵雨/阵雨,27℃/14℃,北风4-5级/北风4-5级
1217,2014年05月02日,多云/阴,23℃/12℃,北风5-6级/无持续风向≤3级
1218,2014年05月03日,雷阵雨/扬沙,24℃/10℃,北风5-6级/北风5-6级
1219,2014年05月04日,晴/晴,19℃/7℃,北风4-5级/无持续风向≤3级
1220,2014年05月05日,多云/多云,21℃/8℃,北风3-4级/无持续风向≤3级
1221,2014年05月06日,雷阵雨/雷阵雨,21℃/10℃,无持续风向≤3级/无持续风向≤3级
1222,2014年05月07日,晴/晴,25℃/12℃,北风3-4级/无持续风向≤3级
1223,2014年05月08日,多云/多云,23℃/14℃,无持续风向≤3级/无持续风向≤3级
1224,2014年05月09日,阴/阴,20℃/15℃,无持续风向≤3级/无持续风向≤3级
1225,2014年05月10日,阵雨/小到中雨,20℃/10℃,无持续风向≤3级/无持续风向≤3级
1226,2014年05月11日,小雨/阴,15℃/8℃,无持续风向≤3级/无持续风向≤3级
1227,2014年05月12日,晴/晴,29℃/16℃,无持续风向≤3级/无持续风向≤3级
1228,2014年05月13日,多云/晴,30℃/16℃,北风3-4级/北风3-4级
1229,2014年05月14日,多云/晴,24℃/10℃,北风4-5级/无持续风向≤3级
1230,2014年05月15日,阴/浮尘,28℃/16℃,无持续风向≤3级/无持续风向≤3级
1231,2014年05月16日,晴/晴,28℃/15℃,无持续风向≤3级/无持续风向≤3级
1232,2014年05月17日,多云/多云,28℃/16℃,无持续风向≤3级/无持续风向≤3级
1233,2014年05月18日,晴/雷阵雨,30℃/19℃,无持续风向≤3级/无持续风向≤3级
1234,2014年05月19日,多云/晴,31℃/17℃,北风3-4级/无持续风向≤3级
1235,2014年05月20日,多云/晴,31℃/18℃,无持续风向≤3级/无持续风向≤3级
1236,2014年05月21日,晴/晴,31℃/19℃,无持续风向≤3级/无持续风向≤3级
1237,2014年05月22日,晴/晴,35℃/22℃,南风3-4级/无持续风向≤3级
1238,2014年05月23日,多云/雷阵雨,33℃/20℃,南风3-4级/无持续风向≤3级
1239,2014年05月24日,小雨/阴,25℃/19℃,无持续风向≤3级/无持续风向≤3级
1240,2014年05月25日,浮尘/晴,30℃/16℃,北风4-5级/北风3-4级
1241,2014年05月26日,晴/晴,35℃/19℃,无持续风向≤3级/无持续风向≤3级
1242,2014年05月27日,浮尘/晴,33℃/19℃,北风5-6级/北风4-5级
1243,2014年05月28日,晴/多云,37℃/22℃,无持续风向≤3级/无持续风向≤3级
1244,2014年05月29日,晴/多云,38℃/23℃,无持续风向≤3级/无持续风向≤3级
1245,2014年05月30日,晴/多云,37℃/22℃,无持续风向≤3级/无持续风向≤3级
1246,2014年05月31日,多云/阵雨,34℃/24℃,无持续风向≤3级/无持续风向≤3级
1247,2014年06月01日,阴/阴,29℃/19℃,无持续风向≤3级/无持续风向≤3级
1248,2014年06月02日,阴/多云,27℃/17℃,无持续风向≤3级/无持续风向≤3级
1249,2014年06月03日,晴/晴,32℃/20℃,无持续风向≤3级/无持续风向≤3级
1250,2014年06月04日,雷阵雨/阴,31℃/21℃,无持续风向≤3级/无持续风向≤3级
1251,2014年06月05日,多云/雷阵雨,33℃/23℃,无持续风向≤3级/无持续风向≤3级
1252,2014年06月06日,中到大雨/阴,27℃/18℃,无持续风向≤3级/无持续风向≤3级
1253,2014年06月07日,晴/多云,31℃/17℃,北风3-4级/无持续风向≤3级
1254,2014年06月08日,雷阵雨/阴,30℃/17℃,北风4-5级/无持续风向≤3级
1255,2014年06月09日,雷阵雨/多云,31℃/17℃,无持续风向≤3级/无持续风向≤3级
1256,2014年06月10日,雷阵雨/雷阵雨,29℃/17℃,无持续风向≤3级/无持续风向≤3级
1257,2014年06月11日,多云/晴,29℃/18℃,无持续风向≤3级/无持续风向≤3级
1258,2014年06月12日,晴/多云,34℃/21℃,无持续风向≤3级/无持续风向≤3级
1259,2014年06月13日,雷阵雨/阴,32℃/21℃,无持续风向≤3级/无持续风向≤3级
1260,2014年06月14日,多云/多云,32℃/22℃,无持续风向≤3级/无持续风向≤3级
1261,2014年06月15日,雷阵雨/雷阵雨,34℃/23℃,无持续风向≤3级/无持续风向≤3级
1262,2014年06月16日,中雨/雷阵雨,29℃/21℃,无持续风向≤3级/无持续风向≤3级
